url,slug,title,description,expire_at,is_homebased,areas_clean,levels_clean,locations_names,locations_latitudes,locations_longitudes,company_name,company_slug,url_apply,url_details,is_internship,is_national_or_local,job_quintet,is_un2.0_relevant,is_un_org
https://untalent.org/jobs/coordinateur-trice-du-financement-de-la-biodiversite,coordinateur-trice-du-financement-de-la-biodiversite,Coordinateur(trice) du financement de la biodiversité,"**Background**

 
**Le PNUD s’engage à recruter un personnel divers en termes de genre, de nationalité et de culture. Nous encourageons de même les personnes issues des minorités ethniques, des commu…",2025-03-25 03:59:00+00:00,,"['Environment', 'Finance & Economy']","['Mid', 'Entry']",['Nouakchott'],[18.0792379],[-15.9780071],United Nations Development Programme,,https://untalent.org/jobs/coordinateur-trice-du-financement-de-la-biodiversite/apply,https://untalent.org/jobs/coordinateur-trice-du-financement-de-la-biodiversite/details,False,False,[],False,True
https://untalent.org/jobs/engineering-associate-npsa-6-part-time-90,engineering-associate-npsa-6-part-time-90,"Engineering Associate, NPSA-6, part time 90%","**Background**

The project “Advanced Capacity for Accelerated Delivery Initiative” (ACADI) is implemented in partnership with the Ministry of Public Investments (MPI) with the purpose to increase MP…",2025-03-24 10:56:00+00:00,,['Elections & Governance'],['Senior'],['Belgrade'],[44.8178131],[20.4568974],United Nations Development Programme,,https://untalent.org/jobs/engineering-associate-npsa-6-part-time-90/apply,https://untalent.org/jobs/engineering-associate-npsa-6-part-time-90/details,False,False,[],False,True
https://untalent.org/jobs/national-project-coordinator-96,national-project-coordinator-96,National Project Coordinator,"**Grade:** NOA

**Vacancy no.:** DC/PHNOM PENH/NO/2025/01 
 **Publication date: 10-MAR-2025 
 Application deadline (midnight local time): 23-MAR-2025**

**Job ID:** 12824 
 **Department:** RO-Asia an…",,,[],[],['Phnom Penh'],[11.568271],[104.9224426],International Labour Organization,ilo,https://untalent.org/jobs/national-project-coordinator-96/apply,https://untalent.org/jobs/national-project-coordinator-96/details,False,True,[],False,True
https://untalent.org/jobs/national-project-coordinator-95,national-project-coordinator-95,National Project Coordinator,"**Grade:** NOB

**Vacancy no.:** DC/KABUL/NO/2025/01 
 **Publication date: 10-March-2025 
 Application deadline (midnight local time): 24-March-2025**

**Job ID:** 12828 
 **Department:** RO-Asia and…",,,[],[],['Mazar-i-sharif'],[36.7113366],[67.1087511],International Labour Organization,ilo,https://untalent.org/jobs/national-project-coordinator-95/apply,https://untalent.org/jobs/national-project-coordinator-95/details,False,True,[],False,True
https://untalent.org/jobs/consultant-for-child-poverty-report,consultant-for-child-poverty-report,Consultant for Child Poverty Report,"**CALL FOR APPLICATIONS TO TECHNICAL ASSISTANCE (CONSULTANCY) FOR THE DRAFTING OF SAVE THE CHILDREN’S CHILD POVERTY REPORT**

***Summary***

 **Purpose** Draft Save the Children’s Child Poverty Repor…",2025-03-20 23:59:00+00:00,,['Programme & Policy'],[],[],[],[],Save the Children,,https://untalent.org/jobs/consultant-for-child-poverty-report/apply,https://untalent.org/jobs/consultant-for-child-poverty-report/details,False,False,[],False,False
https://untalent.org/jobs/head-of-human-resources-and-administration,head-of-human-resources-and-administration,Head of Human Resources and Administration,"**The role**

We are currently looking for **Head of Human Resources and Administration** based in **Vientiane Capital**

**Role Purpose**

As a member of the Senior Management Team (SMT), the Head o…",2025-03-23 16:59:00+00:00,,['Human Resources'],[],[],[],[],Save the Children,,https://untalent.org/jobs/head-of-human-resources-and-administration/apply,https://untalent.org/jobs/head-of-human-resources-and-administration/details,False,False,[],False,False
https://untalent.org/jobs/consultancy-needed-finance-support-kreasi,consultancy-needed-finance-support-kreasi,Consultancy Needed - Finance Support KREASI,"**EXTERNAL COLLABORATOR FINANCE SUPPORT**

**Background**

Kolaborasi untuk Edukasi Anak Indonesia (KREASI), or Collaboration for the Education of Indonesian Children, is a program designed to accele…",2025-03-24 23:59:00+00:00,,['Finance & Economy'],[],[],[],[],Save the Children,,https://untalent.org/jobs/consultancy-needed-finance-support-kreasi/apply,https://untalent.org/jobs/consultancy-needed-finance-support-kreasi/details,False,False,[],False,False
https://untalent.org/jobs/consultancy-needed-campaign-specialist,consultancy-needed-campaign-specialist,Consultancy Needed - Campaign Specialist,"**EXTERNAL COLLABORATOR TO SUPPORT CAMPAIGN ACTIVITIES FOR GIRLS UNSTOPPABLE - LEGO FUNDED PROGRAM IN JAKARTA AND KUPANG**

**Background**

The Girls Unstoppable (NONA HEBAT) program supported by the…",2025-03-24 23:59:00+00:00,,['Programme & Policy'],[],[],[],[],Save the Children,,https://untalent.org/jobs/consultancy-needed-campaign-specialist/apply,https://untalent.org/jobs/consultancy-needed-campaign-specialist/details,False,False,[],False,False
https://untalent.org/jobs/data-processing-officer,data-processing-officer,Data Processing Officer,"**ROLE PURPOSE:**

Reporting to the Business Intelligence Coordinator and working across the organization, The key objective of this role:

- Process new KPA Member data from F2F campaigns (Agency)
-…",2025-03-28 23:59:00+00:00,,['Programme & Policy'],[],[],[],[],Save the Children,,https://untalent.org/jobs/data-processing-officer/apply,https://untalent.org/jobs/data-processing-officer/details,False,False,['Data'],True,False
https://untalent.org/jobs/trainfortrade-intern-hybrid-2,trainfortrade-intern-hybrid-2,TrainForTrade Intern (Hybrid),"Work Location

Geneva



 
Expected duration

3 months



 
Duties and Responsibilities

The position is at the United Nations Conference for Trade and Development (UNCTAD). The Internship Programme …",2025-03-24 03:59:59+00:00,,[],['Internship'],['Geneva'],[46.2017559],[6.1466014],United Nations Conference on Trade and Development,unctad,https://untalent.org/jobs/trainfortrade-intern-hybrid-2/apply,https://untalent.org/jobs/trainfortrade-intern-hybrid-2/details,True,False,[],False,False
https://untalent.org/jobs/intern-economic-affairs-trade-policy-1,intern-economic-affairs-trade-policy-1,INTERN - ECONOMIC AFFAIRS (TRADE POLICY),"Work Location

Bangkok



 
Expected duration

4-6 months



 
Duties and Responsibilities

The United Nations ESCAP (UN ESCAP) invites candidates who are interested in building their capacity throug…",2025-04-24 03:59:59+00:00,,['Finance & Economy'],['Internship'],['Bangkok'],[13.7542529],[100.493087],Economic and Social Commission for Asia and the Pacific,unescao,https://untalent.org/jobs/intern-economic-affairs-trade-policy-1/apply,https://untalent.org/jobs/intern-economic-affairs-trade-policy-1/details,True,False,[],False,False
https://untalent.org/jobs/vehicle-technician-56,vehicle-technician-56,VEHICLE TECHNICIAN,"Org. Setting and Reporting

This position is located in Transport Section within the United Nations Disengagement Observer Force (UNDOF). The Vehicle Technician will report to the Workshop Supervisor…",2025-04-09 03:59:59+00:00,,['Logistics & Procurement'],"['Senior', 'Mid']",['Amret Al Faouar'],[''],[''],United Nations Disengagement Observer Force,,https://untalent.org/jobs/vehicle-technician-56/apply,https://untalent.org/jobs/vehicle-technician-56/details,False,False,[],False,False
https://untalent.org/jobs/associate-administrative-officer-110,associate-administrative-officer-110,ASSOCIATE ADMINISTRATIVE OFFICER,"Org. Setting and Reporting

The United Nations Human Settlements Programme (UN-Habitat) is mandated by the UN General Assembly to promote socially and environmentally sustainable towns and cities. UN…",2025-04-09 03:59:59+00:00,,['Admin'],"['Mid', 'Entry']",['Amman'],[31.9515694],[35.9239625],United Nations Human Settlements Programme,,https://untalent.org/jobs/associate-administrative-officer-110/apply,https://untalent.org/jobs/associate-administrative-officer-110/details,False,False,[],False,False
https://untalent.org/jobs/consultant-129,consultant-129,Consultant,"Result of Service

Fine-tune training courses developed by UNICRI in accordance with the pilot project’s objectives. o Output 1: Review existing training courses and prepare them for the actual deliv…",2025-03-18 03:59:59+00:00,,['Security'],['Consultant'],['Tbilisi'],[41.6934591],[44.8014495],United Nations Interregional Crime and Justice Research Institute,unicri,https://untalent.org/jobs/consultant-129/apply,https://untalent.org/jobs/consultant-129/details,False,False,[],False,False
https://untalent.org/jobs/human-rights-officer-tjo-379,human-rights-officer-tjo-379,HUMAN RIGHTS OFFICER (TJO),"Org. Setting and Reporting

This position is located within the Office of the High Commissioner for Human Rights (OHCHR) in Geneva, in the Child and Youth Rights Unit, Development and Economic and So…",2025-03-24 03:59:59+00:00,,['Human Rights'],"['Senior', 'Mid']",['Geneva'],[46.2017559],[6.1466014],Office of the High Commissioner for Human Rights,ohchr,https://untalent.org/jobs/human-rights-officer-tjo-379/apply,https://untalent.org/jobs/human-rights-officer-tjo-379/details,False,False,[],False,False
https://untalent.org/jobs/senior-programme-management-assistant-95,senior-programme-management-assistant-95,Senior Programme Management Assistant,"Org. Setting and Reporting

The United Nations Human Settlements Programme (UN-Habitat) is mandated by the UN General Assembly to promote socially and environmentally sustainable towns and cities. UN…",2025-04-09 03:59:59+00:00,,"['Finance & Economy', 'Programme & Policy']",['Senior'],['Nairobi'],[-1.2832533],[36.8172449],United Nations Human Settlements Programme,,https://untalent.org/jobs/senior-programme-management-assistant-95/apply,https://untalent.org/jobs/senior-programme-management-assistant-95/details,False,False,[],False,False
https://untalent.org/jobs/public-information-graphic-designer-intern,public-information-graphic-designer-intern,Public Information - Graphic designer Intern,"Work Location

UNIC MEXICO



 
Expected duration

6 months



 
Duties and Responsibilities

Under the primary supervision of the National Information Officer, the daily responsibilities will depend…",2025-04-11 03:59:59+00:00,,['Communications & PR'],['Internship'],['Mexico City'],[19.4326296],[-99.1331785],Department of Global Communications,un-dgc,https://untalent.org/jobs/public-information-graphic-designer-intern/apply,https://untalent.org/jobs/public-information-graphic-designer-intern/details,True,False,[],False,False
https://untalent.org/jobs/facilities-management-assistant-139,facilities-management-assistant-139,FACILITIES MANAGEMENT ASSISTANT,"Org. Setting and Reporting

This position is located in the Facilities Management Unit in UNDOF. The Facilities Management Assistant will usually report to the head of the section.



 
Responsibilit…",2025-03-24 03:59:59+00:00,,['Logistics & Procurement'],['Mid'],['Amret Al Faouar'],[''],[''],United Nations Disengagement Observer Force,,https://untalent.org/jobs/facilities-management-assistant-139/apply,https://untalent.org/jobs/facilities-management-assistant-139/details,False,False,[],False,False
https://untalent.org/jobs/communication-officer-sc-8,communication-officer-sc-8,Communication Officer - SC 8,"**DEADLINE FOR APPLICATIONS**

23 March 2025-23:59-GMT+03:00 East Africa Time (Dar es Salaam)*WFP celebrates and embraces diversity. It is committed to the principle of equal employment opportunity f…",,,[],[],[],[],[],World Food Programme,,https://untalent.org/jobs/communication-officer-sc-8/apply,https://untalent.org/jobs/communication-officer-sc-8/details,False,False,[],False,True
https://untalent.org/jobs/programme-policy-officer-resilience-livelihoods-cst1-dollo-ado-ethiopia,programme-policy-officer-resilience-livelihoods-cst1-dollo-ado-ethiopia,"Programme Policy Officer (Resilience & Livelihoods), CST1 Dollo Ado, Ethiopia","**DEADLINE FOR APPLICATIONS**

24 March 2025-23:59-GMT+03:00 East Africa Time (Addis Ababa)*WFP celebrates and embraces diversity. It is committed to the principle of equal employment opportunity for…",,,['Programme & Policy'],[],[],[],[],World Food Programme,,https://untalent.org/jobs/programme-policy-officer-resilience-livelihoods-cst1-dollo-ado-ethiopia/apply,https://untalent.org/jobs/programme-policy-officer-resilience-livelihoods-cst1-dollo-ado-ethiopia/details,False,False,[],False,True
https://untalent.org/jobs/senior-program-associate-food-loss-and-waste,senior-program-associate-food-loss-and-waste,Senior Program Associate – Food Loss and Waste,"**Senior Program Associate – Food Loss and Waste** 

**About WRI India** 

WRI India, an independent charity legally registered as the India Resources Trust, provides objective information and practi…",,,"['Information Management', 'IT & Telecom']",[],['New Delhi / Delhi'],[42.9824574],[-81.2503381],World Resources Institute,wri,https://untalent.org/jobs/senior-program-associate-food-loss-and-waste/apply,https://untalent.org/jobs/senior-program-associate-food-loss-and-waste/details,False,False,[],False,False
https://untalent.org/jobs/senior-program-associate-industrial-decarbonization-ranchi,senior-program-associate-industrial-decarbonization-ranchi,Senior Program Associate - Industrial Decarbonization (Ranchi),"**Who we are and what we do?**

 
WRI India, an independent charity legally registered as the India Resources Trust, provides objective information and practical proposals to foster environmentally s…",,,"['Information Management', 'IT & Telecom']",[],['India'],[22.3511148],[78.6677428],World Resources Institute,wri,https://untalent.org/jobs/senior-program-associate-industrial-decarbonization-ranchi/apply,https://untalent.org/jobs/senior-program-associate-industrial-decarbonization-ranchi/details,False,False,[],False,False
https://untalent.org/jobs/program-manager-urban-water-resilience,program-manager-urban-water-resilience,Program Manager – Urban Water Resilience,"**Program Manager – Urban Water Resilience**



**Who we are and what we do?**

WRI India, an independent charity legally registered as the India Resources Trust, provides objective information and p…",,,"['Information Management', 'IT & Telecom']",[],['Mumbai'],[19.0759899],[72.8773928],World Resources Institute,wri,https://untalent.org/jobs/program-manager-urban-water-resilience/apply,https://untalent.org/jobs/program-manager-urban-water-resilience/details,False,False,[],False,False
https://untalent.org/jobs/program-communication-lead-sustainable-cities,program-communication-lead-sustainable-cities,Program Communication Lead – Sustainable Cities,"**Program Communication Lead – Urban Development**



**Who we are and what we do?**

WRI India, an independent charity legally registered as the India Resources Trust, provides objective information…",,,['Communications & PR'],[],[],[],[],World Resources Institute,wri,https://untalent.org/jobs/program-communication-lead-sustainable-cities/apply,https://untalent.org/jobs/program-communication-lead-sustainable-cities/details,False,False,[],False,False
https://untalent.org/jobs/program-associate-food-loss-and-waste-1,program-associate-food-loss-and-waste-1,Program Associate – Food Loss and Waste,"**Program Associate – Food Loss and Waste** 

**About WRI India** 

WRI India, an independent charity legally registered as the India Resources Trust, provides objective information and practical pro…",,,"['Information Management', 'IT & Telecom']",[],['New Delhi / Delhi'],[42.9824574],[-81.2503381],World Resources Institute,wri,https://untalent.org/jobs/program-associate-food-loss-and-waste-1/apply,https://untalent.org/jobs/program-associate-food-loss-and-waste-1/details,False,False,[],False,False
https://untalent.org/jobs/consultant-administrative-assistant,consultant-administrative-assistant,Consultant - Administrative Assistant,"The International Water Management Institute (IWMI) is an international non-profit, research-for-development organization that works with governments, civil society, and private sector organizations …",,,[],[],[],[],[],International Water Management Institute,iwmi,https://untalent.org/jobs/consultant-administrative-assistant/apply,https://untalent.org/jobs/consultant-administrative-assistant/details,False,False,[],False,False
https://untalent.org/jobs/rfp300362-senior-associate-research,rfp300362-senior-associate-research,RFP300362 - Senior Associate – Research,"Job Description
---------------

 **SENIOR ASSOCIATE – RESEARCH**

 


**THE ORGANIZATION**

 


The Alliance of Bioversity International ([www.bioversityinternational.org](http://www.bioversityinter…",2025-03-24 12:30:25+00:00,,[],[],['Nairobi'],[-1.2832533],[36.8172449],Alliance of Bioversity International and CIAT,bioversity-ciat,https://untalent.org/jobs/rfp300362-senior-associate-research/apply,https://untalent.org/jobs/rfp300362-senior-associate-research/details,False,False,[],False,False
https://untalent.org/jobs/software-development-associate,software-development-associate,Software Development Associate,"**Background**

 

 The Enterprise Application Development (EAD) unit of the Information Technology Services (ITS) is responsible for developing sustainable and affordable IT solutions to meet UNOV/U…",2025-03-25 02:58:00+00:00,,[],[],['New Delhi / Delhi'],[42.9824574],[-81.2503381],United Nations Development Programme,,https://untalent.org/jobs/software-development-associate/apply,https://untalent.org/jobs/software-development-associate/details,False,False,['Digital'],True,True
https://untalent.org/jobs/project-office-messenger-1,project-office-messenger-1,Project Office Messenger,"**Background**

Reforms and Innovation(R&amp;I) in Government for High Performance (project) works under a cost sharing modality with the Ministry of Planning, Development and Special Initiatives.

T…",2025-03-24 18:59:00+00:00,,['Crisis & Emergency Response'],[],['Islamabad'],[33.6938118],[73.0651511],United Nations Development Programme,,https://untalent.org/jobs/project-office-messenger-1/apply,https://untalent.org/jobs/project-office-messenger-1/details,False,False,[],False,True
https://untalent.org/jobs/migration-research-fellow,migration-research-fellow,Migration Research Fellow,"**Background**

 
 

 **Diversity, Equity and Inclusion are core principles at UNDP: we value diversity as an expression of the multiplicity of nations and cultures where we operate, we foster inclus…",2025-03-24 03:59:00+00:00,True,['Crisis & Emergency Response'],['Internship'],[],[],[],United Nations Development Programme,,https://untalent.org/jobs/migration-research-fellow/apply,https://untalent.org/jobs/migration-research-fellow/details,True,False,[],False,True
https://untalent.org/jobs/coordinateur-trice-du-financement-de-la-biodiversite,coordinateur-trice-du-financement-de-la-biodiversite,Coordinateur(trice) du financement de la biodiversité,"**Background**

 
**Le PNUD s’engage à recruter un personnel divers en termes de genre, de nationalité et de culture. Nous encourageons de même les personnes issues des minorités ethniques, des commu…",2025-03-25 03:59:00+00:00,,"['Environment', 'Finance & Economy']","['Mid', 'Entry']",['Nouakchott'],[18.0792379],[-15.9780071],United Nations Development Programme,,https://untalent.org/jobs/coordinateur-trice-du-financement-de-la-biodiversite/apply,https://untalent.org/jobs/coordinateur-trice-du-financement-de-la-biodiversite/details,False,False,[],False,True
https://untalent.org/jobs/engineering-associate-npsa-6-part-time-90,engineering-associate-npsa-6-part-time-90,"Engineering Associate, NPSA-6, part time 90%","**Background**

The project “Advanced Capacity for Accelerated Delivery Initiative” (ACADI) is implemented in partnership with the Ministry of Public Investments (MPI) with the purpose to increase MP…",2025-03-24 10:56:00+00:00,,['Elections & Governance'],['Senior'],['Belgrade'],[44.8178131],[20.4568974],United Nations Development Programme,,https://untalent.org/jobs/engineering-associate-npsa-6-part-time-90/apply,https://untalent.org/jobs/engineering-associate-npsa-6-part-time-90/details,False,False,[],False,True
https://untalent.org/jobs/national-project-coordinator-96,national-project-coordinator-96,National Project Coordinator,"**Grade:** NOA

**Vacancy no.:** DC/PHNOM PENH/NO/2025/01 
 **Publication date: 10-MAR-2025 
 Application deadline (midnight local time): 23-MAR-2025**

**Job ID:** 12824 
 **Department:** RO-Asia an…",,,[],[],['Phnom Penh'],[11.568271],[104.9224426],International Labour Organization,ilo,https://untalent.org/jobs/national-project-coordinator-96/apply,https://untalent.org/jobs/national-project-coordinator-96/details,False,True,[],False,True
https://untalent.org/jobs/national-project-coordinator-95,national-project-coordinator-95,National Project Coordinator,"**Grade:** NOB

**Vacancy no.:** DC/KABUL/NO/2025/01 
 **Publication date: 10-March-2025 
 Application deadline (midnight local time): 24-March-2025**

**Job ID:** 12828 
 **Department:** RO-Asia and…",,,[],[],['Mazar-i-sharif'],[36.7113366],[67.1087511],International Labour Organization,ilo,https://untalent.org/jobs/national-project-coordinator-95/apply,https://untalent.org/jobs/national-project-coordinator-95/details,False,True,[],False,True
https://untalent.org/jobs/consultant-for-child-poverty-report,consultant-for-child-poverty-report,Consultant for Child Poverty Report,"**CALL FOR APPLICATIONS TO TECHNICAL ASSISTANCE (CONSULTANCY) FOR THE DRAFTING OF SAVE THE CHILDREN’S CHILD POVERTY REPORT**

***Summary***

 **Purpose** Draft Save the Children’s Child Poverty Repor…",2025-03-20 23:59:00+00:00,,['Programme & Policy'],[],[],[],[],Save the Children,,https://untalent.org/jobs/consultant-for-child-poverty-report/apply,https://untalent.org/jobs/consultant-for-child-poverty-report/details,False,False,[],False,False
https://untalent.org/jobs/head-of-human-resources-and-administration,head-of-human-resources-and-administration,Head of Human Resources and Administration,"**The role**

We are currently looking for **Head of Human Resources and Administration** based in **Vientiane Capital**

**Role Purpose**

As a member of the Senior Management Team (SMT), the Head o…",2025-03-23 16:59:00+00:00,,['Human Resources'],[],[],[],[],Save the Children,,https://untalent.org/jobs/head-of-human-resources-and-administration/apply,https://untalent.org/jobs/head-of-human-resources-and-administration/details,False,False,[],False,False
https://untalent.org/jobs/consultancy-needed-finance-support-kreasi,consultancy-needed-finance-support-kreasi,Consultancy Needed - Finance Support KREASI,"**EXTERNAL COLLABORATOR FINANCE SUPPORT**

**Background**

Kolaborasi untuk Edukasi Anak Indonesia (KREASI), or Collaboration for the Education of Indonesian Children, is a program designed to accele…",2025-03-24 23:59:00+00:00,,['Finance & Economy'],[],[],[],[],Save the Children,,https://untalent.org/jobs/consultancy-needed-finance-support-kreasi/apply,https://untalent.org/jobs/consultancy-needed-finance-support-kreasi/details,False,False,[],False,False
https://untalent.org/jobs/consultancy-needed-campaign-specialist,consultancy-needed-campaign-specialist,Consultancy Needed - Campaign Specialist,"**EXTERNAL COLLABORATOR TO SUPPORT CAMPAIGN ACTIVITIES FOR GIRLS UNSTOPPABLE - LEGO FUNDED PROGRAM IN JAKARTA AND KUPANG**

**Background**

The Girls Unstoppable (NONA HEBAT) program supported by the…",2025-03-24 23:59:00+00:00,,['Programme & Policy'],[],[],[],[],Save the Children,,https://untalent.org/jobs/consultancy-needed-campaign-specialist/apply,https://untalent.org/jobs/consultancy-needed-campaign-specialist/details,False,False,[],False,False
https://untalent.org/jobs/data-processing-officer,data-processing-officer,Data Processing Officer,"**ROLE PURPOSE:**

Reporting to the Business Intelligence Coordinator and working across the organization, The key objective of this role:

- Process new KPA Member data from F2F campaigns (Agency)
-…",2025-03-28 23:59:00+00:00,,['Programme & Policy'],[],[],[],[],Save the Children,,https://untalent.org/jobs/data-processing-officer/apply,https://untalent.org/jobs/data-processing-officer/details,False,False,['Data'],True,False
https://untalent.org/jobs/trainfortrade-intern-hybrid-2,trainfortrade-intern-hybrid-2,TrainForTrade Intern (Hybrid),"Work Location

Geneva



 
Expected duration

3 months



 
Duties and Responsibilities

The position is at the United Nations Conference for Trade and Development (UNCTAD). The Internship Programme …",2025-03-24 03:59:59+00:00,,[],['Internship'],['Geneva'],[46.2017559],[6.1466014],United Nations Conference on Trade and Development,unctad,https://untalent.org/jobs/trainfortrade-intern-hybrid-2/apply,https://untalent.org/jobs/trainfortrade-intern-hybrid-2/details,True,False,[],False,False
https://untalent.org/jobs/intern-economic-affairs-trade-policy-1,intern-economic-affairs-trade-policy-1,INTERN - ECONOMIC AFFAIRS (TRADE POLICY),"Work Location

Bangkok



 
Expected duration

4-6 months



 
Duties and Responsibilities

The United Nations ESCAP (UN ESCAP) invites candidates who are interested in building their capacity throug…",2025-04-24 03:59:59+00:00,,['Finance & Economy'],['Internship'],['Bangkok'],[13.7542529],[100.493087],Economic and Social Commission for Asia and the Pacific,unescao,https://untalent.org/jobs/intern-economic-affairs-trade-policy-1/apply,https://untalent.org/jobs/intern-economic-affairs-trade-policy-1/details,True,False,[],False,False
https://untalent.org/jobs/vehicle-technician-56,vehicle-technician-56,VEHICLE TECHNICIAN,"Org. Setting and Reporting

This position is located in Transport Section within the United Nations Disengagement Observer Force (UNDOF). The Vehicle Technician will report to the Workshop Supervisor…",2025-04-09 03:59:59+00:00,,['Logistics & Procurement'],"['Senior', 'Mid']",['Amret Al Faouar'],[''],[''],United Nations Disengagement Observer Force,,https://untalent.org/jobs/vehicle-technician-56/apply,https://untalent.org/jobs/vehicle-technician-56/details,False,False,[],False,False
